player,player_id,position,team_name,player_game_count,base_dropbacks,blitz_accuracy_percent,blitz_aimed_passes,blitz_attempts,blitz_avg_depth_of_target,blitz_avg_time_to_throw,blitz_bats,blitz_big_time_throws,blitz_btt_rate,blitz_completion_percent,blitz_completions,blitz_def_gen_pressures,blitz_drop_rate,blitz_dropbacks,blitz_dropbacks_percent,blitz_drops,blitz_epa,blitz_first_downs,blitz_grades_coverage_defense,blitz_grades_defense,blitz_grades_defense_penalty,blitz_grades_hands_drop,blitz_grades_hands_fumble,blitz_grades_offense,blitz_grades_offense_penalty,blitz_grades_overall_tackle,blitz_grades_pass,blitz_grades_pass_route,blitz_grades_pass_rush_defense,blitz_grades_run,blitz_grades_snap,blitz_grades_tackle,blitz_hit_as_threw,blitz_interceptions,blitz_passing_snaps,blitz_positive_epa_percent,blitz_pressure_to_sack_rate,blitz_qb_rating,blitz_sack_percent,blitz_sacks,blitz_scrambles,blitz_spikes,blitz_thrown_aways,blitz_touchdowns,blitz_turnover_worthy_plays,blitz_twp_rate,blitz_yards,blitz_ypa,declined_penalties,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,no_blitz_accuracy_percent,no_blitz_aimed_passes,no_blitz_attempts,no_blitz_avg_depth_of_target,no_blitz_avg_time_to_throw,no_blitz_bats,no_blitz_big_time_throws,no_blitz_btt_rate,no_blitz_completion_percent,no_blitz_completions,no_blitz_def_gen_pressures,no_blitz_drop_rate,no_blitz_dropbacks,no_blitz_dropbacks_percent,no_blitz_drops,no_blitz_epa,no_blitz_first_downs,no_blitz_grades_coverage_defense,no_blitz_grades_defense,no_blitz_grades_defense_penalty,no_blitz_grades_hands_drop,no_blitz_grades_hands_fumble,no_blitz_grades_offense,no_blitz_grades_offense_penalty,no_blitz_grades_overall_tackle,no_blitz_grades_pass,no_blitz_grades_pass_route,no_blitz_grades_pass_rush_defense,no_blitz_grades_run,no_blitz_grades_snap,no_blitz_grades_tackle,no_blitz_hit_as_threw,no_blitz_interceptions,no_blitz_passing_snaps,no_blitz_positive_epa_percent,no_blitz_pressure_to_sack_rate,no_blitz_qb_rating,no_blitz_sack_percent,no_blitz_sacks,no_blitz_scrambles,no_blitz_spikes,no_blitz_thrown_aways,no_blitz_touchdowns,no_blitz_turnover_worthy_plays,no_blitz_twp_rate,no_blitz_yards,no_blitz_ypa,no_pressure_accuracy_percent,no_pressure_aimed_passes,no_pressure_attempts,no_pressure_avg_depth_of_target,no_pressure_avg_time_to_throw,no_pressure_bats,no_pressure_big_time_throws,no_pressure_btt_rate,no_pressure_completion_percent,no_pressure_completions,no_pressure_def_gen_pressures,no_pressure_drop_rate,no_pressure_dropbacks,no_pressure_dropbacks_percent,no_pressure_drops,no_pressure_epa,no_pressure_first_downs,no_pressure_grades_coverage_defense,no_pressure_grades_defense,no_pressure_grades_defense_penalty,no_pressure_grades_hands_drop,no_pressure_grades_hands_fumble,no_pressure_grades_offense,no_pressure_grades_offense_penalty,no_pressure_grades_overall_tackle,no_pressure_grades_pass,no_pressure_grades_pass_route,no_pressure_grades_pass_rush_defense,no_pressure_grades_run,no_pressure_grades_snap,no_pressure_grades_tackle,no_pressure_hit_as_threw,no_pressure_interceptions,no_pressure_passing_snaps,no_pressure_positive_epa_percent,no_pressure_pressure_to_sack_rate,no_pressure_qb_rating,no_pressure_sack_percent,no_pressure_sacks,no_pressure_scrambles,no_pressure_spikes,no_pressure_thrown_aways,no_pressure_touchdowns,no_pressure_turnover_worthy_plays,no_pressure_twp_rate,no_pressure_yards,no_pressure_ypa,penalties,pressure_accuracy_percent,pressure_aimed_passes,pressure_attempts,pressure_avg_depth_of_target,pressure_avg_time_to_throw,pressure_bats,pressure_big_time_throws,pressure_btt_rate,pressure_completion_percent,pressure_completions,pressure_def_gen_pressures,pressure_drop_rate,pressure_dropbacks,pressure_dropbacks_percent,pressure_drops,pressure_epa,pressure_first_downs,pressure_grades_coverage_defense,pressure_grades_defense,pressure_grades_defense_penalty,pressure_grades_hands_drop,pressure_grades_hands_fumble,pressure_grades_offense,pressure_grades_offense_penalty,pressure_grades_overall_tackle,pressure_grades_pass,pressure_grades_pass_route,pressure_grades_pass_rush_defense,pressure_grades_run,pressure_grades_snap,pressure_grades_tackle,pressure_hit_as_threw,pressure_interceptions,pressure_passing_snaps,pressure_positive_epa_percent,pressure_pressure_to_sack_rate,pressure_qb_rating,pressure_sack_percent,pressure_sacks,pressure_scrambles,pressure_spikes,pressure_thrown_aways,pressure_touchdowns,pressure_turnover_worthy_plays,pressure_twp_rate,pressure_yards,pressure_ypa
LaBaron Anthony,46561,QB,GA SOUTHRN,2,11,33.3,3,3,13.3,3.05,0,0,0.0,33.3,1,2,0.0,4,36.4,0,0.14,1,,,,,63.3,55.0,67.4,,55.0,,,,,,0,0,4,25.0,50.0,42.4,25.0,1,0,0,0,0,0,0.0,7,2.3,0,174,68.5,28.8,28.7,54.0,14.3,7,7,12.4,2.39,0,0,0.0,0.0,0,3,100.0,7,63.6,1,-1.08,0,,,,,64.9,26.9,69.5,,27.1,,,,,,0,0,8,0.0,0.0,39.6,0.0,0,0,0,0,0,1,12.5,0,0.0,33.3,6,6,10.2,2.33,0,0,0.0,16.7,1,0,50.0,6,54.5,1,-0.31,1,,,,,64.2,29.7,68.6,,29.9,,,,,,0,0,6,16.7,,39.6,0.0,0,0,0,0,0,1,16.7,7,1.2,0,0.0,4,4,16.5,2.98,0,0,0.0,0.0,0,5,,5,45.5,0,-1.03,0,,,,,64.2,37.1,68.6,,37.4,,,,,,0,0,6,0.0,20.0,39.6,20.0,1,0,0,0,0,0,0.0,0,0.0
Zac Thomas,39989,QB,APP STATE,3,11,66.7,3,3,4.7,2.85,0,0,0.0,66.7,2,0,0.0,4,36.4,0,0.46,1,,,,,63.3,46.6,67.4,,50.6,,,57.3,,,0,0,4,50.0,,79.9,0.0,0,1,0,0,0,0,0.0,16,5.3,0,108,70.5,57.3,50.0,62.5,80.0,5,7,6.4,3.21,0,0,0.0,57.1,4,3,0.0,7,63.6,0,-0.54,1,,,,,64.6,54.4,69.1,,54.3,,,,,,0,0,7,28.6,0.0,62.8,0.0,0,0,0,2,0,0,0.0,22,3.1,85.7,7,7,0.9,2.36,0,0,0.0,85.7,6,0,0.0,8,72.7,0,0.24,2,,,,,64.9,53.2,69.5,,56.5,,,57.3,,,0,0,8,50.0,,89.3,0.0,0,1,0,0,0,0,0.0,38,5.4,1,0.0,1,3,40.0,5.0,0,0,0.0,0.0,0,3,,3,27.3,0,-1.29,0,,,,,62.7,47.0,66.6,,47.2,,,,,,0,0,3,0.0,0.0,39.6,0.0,0,0,0,2,0,0,0.0,0,0.0
Jacob Eason,46444,QB,GEORGIA,3,10,40.0,5,5,7.4,3.01,0,0,0.0,40.0,2,4,0.0,7,70.0,0,-0.69,1,,,,,15.0,26.6,69.1,,26.8,,,,,,0,0,7,42.9,50.0,49.6,28.6,2,0,0,0,0,1,14.3,17,3.4,0,173,20.7,29.7,27.7,56.9,100.0,2,2,4.5,3.33,0,0,0.0,100.0,2,0,0.0,3,30.0,0,0.15,1,,,,,62.7,50.0,66.6,,55.5,,,57.0,,,0,0,3,33.3,,89.6,0.0,0,1,0,0,0,0,0.0,11,5.5,80.0,5,5,6.0,2.48,0,0,0.0,80.0,4,0,0.0,6,60.0,0,0.24,2,,,,,64.2,45.6,68.6,,48.8,,,57.0,,,0,0,6,50.0,,90.0,0.0,0,1,0,0,0,0,0.0,28,5.6,0,0.0,2,2,8.0,4.05,0,0,0.0,0.0,0,4,,4,40.0,0,-1.45,0,,,,,11.1,24.8,67.4,,25.1,,,,,,0,0,4,25.0,50.0,39.6,50.0,2,0,0,0,0,1,25.0,0,0.0
Ryan Agnew,33451,QB,S DIEGO ST,3,10,100.0,2,2,5.0,4.6,0,0,0.0,100.0,2,1,0.0,4,40.0,0,0.87,3,,,,,63.3,69.2,67.4,,59.3,,,64.9,,,0,0,4,75.0,100.0,118.8,25.0,1,1,0,0,0,0,0.0,29,14.5,0,284,73.7,69.6,71.9,61.4,60.0,5,5,17.8,3.52,0,1,16.7,40.0,2,2,33.3,6,60.0,1,-0.31,1,,,,,64.9,65.6,69.5,,74.4,,,51.7,,,0,0,8,16.7,0.0,50.4,0.0,0,1,0,0,0,0,0.0,18,3.6,80.0,5,5,12.0,3.76,0,0,0.0,80.0,4,0,0.0,7,70.0,0,0.68,4,,,,,64.9,55.4,69.5,,56.5,,,58.1,,,0,0,8,57.1,,105.8,0.0,0,2,0,0,0,0,0.0,47,9.4,0,50.0,2,2,19.5,4.4,0,1,33.3,0.0,0,3,100.0,3,30.0,1,-1.06,0,,,,,63.3,83.9,67.4,,83.3,,,,,,0,0,4,0.0,33.3,39.6,33.3,1,0,0,0,0,0,0.0,0,0.0
Cole McDonald,38584,QB,HAWAII,3,10,60.0,5,5,12.2,1.96,0,0,0.0,60.0,3,1,0.0,5,50.0,0,-0.44,1,,,,,63.8,39.0,68.1,,39.3,,,,,,0,0,5,20.0,0.0,104.2,0.0,0,0,0,0,1,1,20.0,5,1.0,0,180,34.7,50.5,34.2,62.1,50.0,4,4,7.8,3.22,0,0,0.0,50.0,2,0,0.0,5,50.0,0,-0.61,1,,,,,63.8,39.5,68.1,,42.1,,,57.3,,,0,0,5,20.0,,61.5,0.0,0,1,0,0,0,0,0.0,17,4.3,62.5,8,8,7.0,2.53,0,0,0.0,62.5,5,0,0.0,9,90.0,0,-0.51,2,,,,,65.1,35.1,69.8,,36.9,,,57.3,,,0,0,9,22.2,,106.3,0.0,0,1,0,0,1,1,11.1,22,2.8,0,0.0,1,1,36.0,3.1,0,0,0.0,0.0,0,1,,1,10.0,0,-0.69,0,,,,,60.3,49.6,63.6,,49.9,,,,,,0,0,1,0.0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Matt Fink,40553,QB,USC,2,10,100.0,2,3,9.0,2.57,0,0,0.0,66.7,2,1,0.0,3,30.0,0,0.33,1,,,,,62.7,72.5,66.6,,72.1,,,,,,1,0,3,33.3,0.0,86.8,0.0,0,0,0,0,0,0,0.0,21,7.0,0,326,8.6,49.3,49.2,54.7,100.0,4,6,-0.5,2.16,0,0,0.0,66.7,4,3,0.0,7,70.0,0,-1.0,1,,,,,15.0,37.3,69.1,,37.4,,,,,,0,0,7,14.3,33.3,72.9,14.3,1,0,0,2,0,1,14.3,22,3.7,100.0,6,6,2.7,1.92,0,0,0.0,100.0,6,0,0.0,6,60.0,0,0.0,2,,,,,64.2,74.2,68.6,,73.8,,,,,,0,0,6,33.3,,96.5,0.0,0,0,0,0,0,0,0.0,43,7.2,0,,0,3,,2.83,0,0,0.0,0.0,0,4,,4,40.0,0,-1.5,0,,,,,11.1,27.3,67.4,,27.5,,,,,,1,0,4,0.0,25.0,39.6,25.0,1,0,0,2,0,1,25.0,0,0.0
Lindell Stone,62774,QB,VIRGINIA,1,9,50.0,4,5,1.0,2.12,0,0,0.0,40.0,2,0,0.0,5,55.6,0,0.32,2,,,,,63.8,56.6,68.1,,56.5,,,,,,0,0,5,40.0,,57.1,0.0,0,0,0,1,0,0,0.0,26,5.2,0,335,65.1,29.6,29.4,,0.0,4,4,11.8,2.33,0,0,0.0,0.0,0,0,,4,44.4,0,-4.69,0,,,,,63.3,26.5,67.4,,26.8,,,,,,0,2,4,0.0,,0.0,0.0,0,0,0,0,0,1,25.0,0,0.0,25.0,8,9,6.4,2.21,0,0,0.0,22.2,2,0,0.0,9,100.0,0,-1.91,2,,,,,65.1,29.2,69.8,,29.4,,,,,,0,2,9,22.2,,0.0,0.0,0,0,0,1,0,1,11.1,26,2.9,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,
Bryce Rivers,60589,QB,UTSA,1,9,100.0,1,1,-3.0,1.5,0,0,0.0,100.0,1,0,0.0,1,11.1,0,-2.18,0,,,,,60.3,61.1,63.6,,61.0,,,,,,0,0,1,0.0,,79.2,0.0,0,0,0,0,0,0,0.0,1,1.0,0,331,21.9,34.7,45.1,44.0,57.1,7,7,8.0,2.65,0,0,0.0,57.1,4,2,0.0,8,88.9,0,-2.16,1,,,,,64.9,43.3,69.5,,43.4,,,,,,0,2,8,37.5,50.0,35.1,12.5,1,0,0,0,0,1,12.5,42,6.0,71.4,7,7,2.9,2.07,0,0,0.0,71.4,5,0,0.0,7,77.8,0,-1.23,1,,,,,64.6,68.4,69.1,,68.0,,,,,,0,1,7,42.9,,47.6,0.0,0,0,0,0,0,0,0.0,43,6.1,0,0.0,1,1,33.0,4.1,0,0,0.0,0.0,0,2,,2,22.2,0,-5.45,0,,,,,61.8,26.6,65.5,,27.0,,,,,,0,1,2,0.0,50.0,0.0,50.0,1,0,0,0,0,1,50.0,0,0.0
Ryan Burns,46394,QB,STANFORD,3,8,60.0,5,5,14.8,1.98,0,1,20.0,60.0,3,1,0.0,5,62.5,0,0.61,2,,,,66.7,64.6,69.8,68.6,,60.7,87.9,,,,,0,0,5,60.0,0.0,128.3,0.0,0,0,0,0,1,0,0.0,44,8.8,0,300,70.6,58.4,55.3,54.8,100.0,2,2,1.0,2.13,0,0,0.0,100.0,2,1,0.0,3,37.5,0,-0.62,0,,,,,63.3,51.2,67.4,,51.2,,,,,,0,0,4,33.3,100.0,93.8,33.3,1,0,0,0,0,0,0.0,13,6.5,83.3,6,6,9.3,1.95,0,1,14.3,83.3,5,0,0.0,6,75.0,0,0.72,2,,,,66.7,65.2,68.4,69.5,,60.4,87.9,,,,,0,0,7,66.7,,145.8,0.0,0,0,0,0,1,0,0.0,57,9.5,0,0.0,1,1,20.0,2.3,0,0,0.0,0.0,0,2,,2,25.0,0,-1.56,0,,,,,61.8,49.2,65.5,,49.4,,,,,,0,0,2,0.0,50.0,39.6,50.0,1,0,0,0,0,0,0.0,0,0.0
Quinn Shanbour,32073,QB,N TEXAS,4,8,100.0,1,1,35.0,3.05,0,1,100.0,0.0,0,2,100.0,2,25.0,1,-0.7,0,,,,,61.8,91.1,65.5,,92.8,,,57.3,,,0,0,2,0.0,0.0,39.6,0.0,0,1,0,0,0,0,0.0,0,0.0,0,251,69.8,82.5,86.7,66.8,80.0,5,6,12.2,2.13,0,1,14.3,66.7,4,1,0.0,6,75.0,0,0.16,3,,,,,64.6,68.8,68.6,,67.1,,,,,,0,0,7,50.0,0.0,120.8,0.0,0,0,1,0,1,0,0.0,34,5.7,100.0,4,5,7.8,1.84,0,1,16.7,80.0,4,0,0.0,5,62.5,0,0.68,3,,,,,64.2,74.9,68.6,,72.6,,,,,,0,0,6,60.0,,134.6,0.0,0,0,1,0,1,0,0.0,34,6.8,0,50.0,2,2,32.5,3.23,0,1,50.0,0.0,0,3,100.0,3,37.5,1,-1.28,0,,,,,62.7,85.2,65.9,,90.1,,,57.3,,,0,0,3,0.0,0.0,39.6,0.0,0,1,0,0,0,0,0.0,0,0.0
Westin Elliott,60433,QB,LA TECH,2,8,0.0,1,1,16.0,1.4,0,0,0.0,0.0,0,0,,1,12.5,0,-0.44,0,,,,,60.3,46.3,63.6,,46.8,,,,,,0,0,1,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,208,66.2,42.2,34.1,63.2,50.0,6,7,12.0,2.5,0,0,0.0,42.9,3,2,0.0,7,87.5,0,-0.53,3,,,,,64.6,38.3,69.1,,38.6,,,,,,0,0,7,42.9,0.0,91.1,0.0,0,0,0,1,1,1,14.3,23,3.3,50.0,6,6,11.7,2.02,0,0,0.0,50.0,3,0,0.0,6,75.0,0,-0.2,3,,,,,64.2,33.6,68.6,,34.1,,,,,,0,0,6,50.0,,99.3,0.0,0,0,0,0,1,1,16.7,23,3.8,0,0.0,1,2,18.0,3.4,0,0,0.0,0.0,0,2,,2,25.0,0,-1.48,0,,,,,61.8,52.8,65.5,,52.9,,,,,,0,0,2,0.0,0.0,39.6,0.0,0,0,0,1,0,0,0.0,0,0.0
Devin C. Butler,48222,WR,SYRACUSE,5,8,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,35.9,68.2,52.2,80.0,,,52.3,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,1,304,38.7,48.7,77.3,70.0,66.7,6,6,13.0,3.99,0,0,0.0,66.7,4,5,0.0,8,100.0,0,0.88,4,60.0,60.0,60.0,38.7,29.7,49.0,50.9,,77.3,47.1,,70.0,,,0,0,8,62.5,0.0,134.7,0.0,0,2,0,0,1,0,0.0,54,9.0,0.0,2,2,22.5,4.23,0,0,0.0,0.0,0,0,,3,37.5,0,-0.28,1,60.0,60.0,60.0,43.4,34.3,47.6,49.5,,56.4,47.7,,63.7,,,0,0,3,33.3,,39.6,0.0,0,1,0,0,0,0,0.0,0,0.0,2,100.0,4,4,8.3,3.84,0,0,0.0,100.0,4,5,0.0,5,62.5,0,1.58,3,,,,17.0,65.2,55.5,80.4,,85.4,51.1,,64.3,,,0,0,5,80.0,0.0,158.3,0.0,0,1,0,0,1,0,0.0,54,13.5
Evan Shirreffs,46552,QB,MIAMI FL,3,8,,0,0,,3.1,0,0,,,0,1,,1,12.5,0,-1.5,0,,,,,60.3,59.7,63.6,,60.0,,,,,,0,0,1,0.0,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,0,220,68.2,57.2,54.9,60.8,50.0,4,7,13.0,3.0,2,0,0.0,28.6,2,2,0.0,7,87.5,0,-0.71,1,,,,,64.6,56.3,69.1,,56.2,,,,,,1,0,7,14.3,0.0,39.6,0.0,0,0,0,0,0,0,0.0,16,2.3,66.7,3,5,9.3,2.54,2,0,0.0,40.0,2,0,0.0,5,62.5,0,-0.66,1,,,,,63.8,63.4,68.1,,63.2,,,,,,0,0,5,20.0,,48.8,0.0,0,0,0,0,0,0,0.0,16,3.2,0,0.0,1,2,24.0,3.8,0,0,0.0,0.0,0,3,,3,37.5,0,-1.04,0,,,,,62.7,47.6,66.6,,47.8,,,,,,1,0,3,0.0,33.3,39.6,33.3,1,0,0,0,0,0,0.0,0,0.0
Will Hefley III,39752,QB,TULSA,1,8,0.0,1,2,35.0,2.63,1,0,0.0,0.0,0,2,,3,37.5,0,-3.99,0,,,,,62.7,34.4,67.4,,33.7,56.7,,,,,0,1,3,0.0,50.0,0.0,33.3,1,0,0,0,0,1,33.3,0,0.0,0,320,64.6,43.6,41.2,,66.7,3,4,10.3,2.2,1,0,0.0,50.0,2,2,0.0,5,62.5,0,-2.14,1,,,,,63.3,55.4,68.6,,58.0,54.3,,,,,0,1,5,20.0,50.0,19.8,20.0,1,0,0,0,0,0,0.0,15,3.8,66.7,3,4,13.3,2.25,1,0,0.0,50.0,2,0,0.0,4,50.0,0,-2.08,1,,,,,63.3,39.4,68.1,,41.0,54.3,,,,,0,1,4,25.0,,19.8,0.0,0,0,0,0,0,1,25.0,15,3.8,0,0.0,1,2,26.0,2.48,1,0,0.0,0.0,0,4,,4,50.0,0,-3.59,0,,,,,62.7,52.3,68.1,,53.1,56.7,,,,,0,1,4,0.0,50.0,0.0,50.0,2,0,0,0,0,0,0.0,0,0.0
Malcolm Perry,46513,QB,NAVY,4,8,,0,0,,4.63,0,0,,,0,3,,4,50.0,0,0.3,2,,,,79.3,67.7,85.7,78.2,,60.0,85.2,,77.8,,,0,0,4,50.0,33.3,0.0,25.0,1,3,0,0,0,0,0.0,0,,0,237,68.7,90.3,25.2,87.1,50.0,2,2,11.5,3.58,0,0,0.0,50.0,1,3,0.0,4,50.0,0,-0.55,1,,,,49.8,17.9,50.8,75.5,,26.4,57.4,,71.1,,,0,1,4,50.0,0.0,56.3,0.0,0,2,0,0,1,1,25.0,5,2.5,0.0,1,1,16.0,3.3,0,0,0.0,0.0,0,0,,2,25.0,0,-0.62,1,,,,66.1,22.5,73.0,77.4,,26.8,80.1,,69.1,,,0,1,2,50.0,,0.0,0.0,0,1,0,0,0,1,50.0,0,0.0,0,100.0,1,1,7.0,4.37,0,0,0.0,100.0,1,6,0.0,6,75.0,0,0.04,2,,,,66.7,64.9,64.2,76.4,,43.6,55.1,,76.2,,,0,0,6,50.0,16.7,127.1,16.7,1,4,0,0,1,0,0.0,5,5.0
Malik Willis,60341,QB,AUBURN,4,7,100.0,3,3,2.3,1.2,0,0,0.0,100.0,3,0,0.0,3,42.9,0,1.55,2,,,,,62.7,74.7,66.6,,74.3,,,,,,0,0,3,66.7,,158.3,0.0,0,0,0,0,1,0,0.0,44,14.7,0,115,75.0,84.2,59.6,80.0,66.7,3,3,-1.7,1.75,0,0,0.0,66.7,2,1,0.0,4,57.1,0,-1.16,0,,,,,63.8,47.9,68.1,,48.0,,,,,,0,0,5,0.0,100.0,70.1,25.0,1,0,0,0,0,0,0.0,1,0.3,83.3,6,6,0.3,1.27,0,0,0.0,83.3,5,0,0.0,6,85.7,0,0.25,2,,,,,64.6,61.2,69.1,,61.0,,,,,,0,0,7,33.3,,137.5,0.0,0,0,0,0,1,0,0.0,45,7.5,0,,0,0,,3.0,0,0,,,0,1,,1,14.3,0,-1.51,0,,,,,60.3,59.7,63.6,,60.0,,,,,,0,0,1,0.0,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,
Rafe Peavey,27966,QB,SMU,2,7,,0,0,,2.7,0,0,,,0,1,,1,14.3,0,-2.17,0,,,,,60.3,59.7,63.6,,60.0,,,,,,0,0,1,0.0,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,0,287,68.1,81.6,82.9,63.4,100.0,4,4,5.8,3.05,0,0,0.0,100.0,4,2,0.0,6,85.7,0,1.57,3,,,,,64.2,90.1,68.6,,86.1,,,64.2,,,0,0,6,83.3,50.0,158.3,16.7,1,1,0,0,1,0,0.0,116,29.0,100.0,3,3,8.7,2.33,0,0,0.0,100.0,3,0,0.0,4,57.1,0,2.13,2,,,,,63.3,81.9,67.4,,76.0,,,64.2,,,0,0,4,100.0,,158.3,0.0,0,1,0,0,1,0,0.0,86,28.7,0,100.0,1,1,-3.0,3.9,0,0,0.0,100.0,1,3,0.0,3,42.9,0,-0.44,1,,,,,62.7,74.8,66.6,,74.3,,,,,,0,0,3,33.3,66.7,118.8,66.7,2,0,0,0,0,0,0.0,30,30.0
Cristian Solano,33330,QB,NEVADA,2,6,100.0,1,1,0.0,1.5,0,0,0.0,100.0,1,0,0.0,1,16.7,0,3.25,1,,,,,60.3,61.1,63.6,,61.0,,,,,,0,0,1,100.0,,118.8,0.0,0,0,0,0,0,0,0.0,16,16.0,0,239,65.7,66.3,65.3,60.0,80.0,5,5,5.0,2.92,0,0,0.0,80.0,4,0,0.0,5,83.3,0,0.99,1,,,,,63.8,65.4,67.8,,64.8,,,,,,0,0,5,40.0,,100.0,0.0,0,0,0,0,0,0,0.0,40,8.0,83.3,6,6,4.2,2.68,0,0,0.0,83.3,5,0,0.0,6,100.0,0,1.36,2,,,,,64.2,65.9,68.4,,65.3,,,,,,0,0,6,50.0,,105.6,0.0,0,0,0,0,0,0,0.0,56,9.3,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,
Mitchell Guadagni,34779,QB,TOLEDO,4,6,0.0,2,2,15.0,2.45,0,0,0.0,0.0,0,0,,2,33.3,0,-3.42,0,,,,,61.8,25.2,65.5,,25.5,,,,,,0,1,2,0.0,,0.0,0.0,0,0,0,0,0,1,50.0,0,0.0,0,316,24.2,61.0,28.7,80.0,50.0,4,4,12.5,2.25,0,0,0.0,25.0,1,1,50.0,4,66.7,1,-0.5,1,,,,,63.3,53.6,67.4,,53.6,,,,,,0,0,4,25.0,0.0,43.8,0.0,0,0,0,0,0,0,0.0,16,4.0,40.0,5,5,14.4,2.16,0,0,0.0,20.0,1,0,50.0,5,83.3,1,-1.47,1,,,,,63.8,29.7,68.1,,29.9,,,,,,0,1,5,20.0,,0.8,0.0,0,0,0,0,0,1,20.0,16,3.2,0,0.0,1,1,8.0,3.1,0,0,0.0,0.0,0,1,,1,16.7,0,-1.49,0,,,,,60.3,45.5,63.6,,46.1,,,,,,0,0,1,0.0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Michael Julian,30757,QB,TOLEDO,3,6,50.0,2,2,12.5,2.3,0,0,0.0,0.0,0,1,100.0,2,33.3,1,-0.99,0,,,,,61.8,61.6,65.5,,61.5,,,,,,0,0,2,0.0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,316,68.9,60.0,54.5,63.5,50.0,4,4,8.8,1.78,0,0,0.0,50.0,2,1,0.0,4,66.7,0,-0.49,1,,,,,63.3,51.7,67.4,,51.7,,,,,,0,0,4,25.0,0.0,65.6,0.0,0,0,0,0,0,0,0.0,21,5.3,50.0,4,4,9.8,2.0,0,0,0.0,25.0,1,0,50.0,4,66.7,1,-1.06,0,,,,,63.3,53.5,67.4,,53.5,,,,,,0,0,4,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,2,0.5,0,50.0,2,2,10.5,1.85,0,0,0.0,50.0,1,2,0.0,2,33.3,0,0.15,1,,,,,61.8,59.3,65.5,,59.2,,,,,,0,0,2,50.0,0.0,83.3,0.0,0,0,0,0,0,0,0.0,19,9.5
D.J. Gillins,30688,QB,SMU,3,6,0.0,1,1,22.0,2.1,0,0,0.0,0.0,0,0,,1,16.7,0,-0.92,0,,,,,60.3,58.9,63.6,,58.9,,,,,,0,0,1,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,287,29.7,55.0,41.2,61.2,50.0,2,2,25.5,3.28,0,1,33.3,50.0,1,1,0.0,5,83.3,0,0.75,2,,,,,64.2,45.3,68.6,,39.4,,,62.1,,,0,0,6,40.0,100.0,135.4,20.0,1,2,0,0,1,1,16.7,76,38.0,33.3,3,3,24.3,3.0,0,1,25.0,33.3,1,0,0.0,5,83.3,0,0.69,2,,,,,64.2,46.9,68.6,,41.8,,,62.1,,,0,0,6,40.0,,121.5,0.0,0,2,0,0,1,1,16.7,76,25.3,0,,0,0,,3.5,0,0,,,0,1,,1,16.7,0,-0.63,0,,,,,60.3,59.7,63.6,,60.0,,,,,,0,0,1,0.0,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,
Demari Simpkins,47553,WR,UTAH,5,6,100.0,1,1,11.0,2.9,0,0,0.0,0.0,0,1,100.0,1,16.7,1,-2.01,0,,,,82.2,22.0,58.4,79.6,,56.6,59.4,,,,,0,0,1,0.0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,328,45.7,62.2,77.2,61.0,100.0,2,3,5.0,5.34,0,0,0.0,66.7,2,2,0.0,5,83.3,0,0.37,2,,,,73.6,70.3,64.4,81.6,,83.1,61.8,,64.3,,,0,0,5,60.0,50.0,123.6,20.0,1,1,0,1,1,0,0.0,19,6.3,100.0,2,2,5.0,4.4,0,0,0.0,100.0,2,0,0.0,3,50.0,0,1.43,2,,,,76.5,28.7,60.9,81.4,,90.3,58.7,,64.3,,,0,0,3,100.0,,145.8,0.0,0,1,0,0,1,0,0.0,19,9.5,1,100.0,1,2,11.0,5.47,0,0,0.0,0.0,0,3,100.0,3,50.0,1,-1.49,0,,,,79.3,67.5,63.9,79.9,,52.2,64.4,,,,,0,0,3,0.0,33.3,39.6,33.3,1,0,0,1,0,0,0.0,0,0.0
