canonical_name,join_name,draft_season,colleges,pff_player_id,final_grades_grades_pass,final_grades_grades_offense,final_grades_accuracy_percent,final_grades_btt_rate,final_grades_twp_rate,final_grades_ypa,final_grades_avg_depth_of_target,final_grades_avg_time_to_throw,final_grades_completion_percent,final_grades_sack_percent,final_grades_pressure_to_sack_rate,final_grades_positive_epa_percent,final_grades_epa,final_grades_dropbacks,final_grades_qb_rating,career_grades_grades_pass,career_grades_grades_offense,career_grades_accuracy_percent,career_grades_btt_rate,career_grades_twp_rate,career_grades_ypa,career_grades_avg_depth_of_target,career_grades_avg_time_to_throw,career_grades_completion_percent,career_grades_sack_percent,career_grades_pressure_to_sack_rate,career_grades_positive_epa_percent,career_grades_epa,career_grades_dropbacks,career_grades_qb_rating,final_pressure_pressure_accuracy_percent,final_pressure_pressure_grades_pass,final_pressure_pressure_twp_rate,final_pressure_pressure_sack_percent,final_pressure_no_pressure_accuracy_percent,final_pressure_no_pressure_grades_pass,final_pressure_blitz_accuracy_percent,final_pressure_blitz_grades_pass,final_depth_deep_attempts_percent,final_depth_deep_accuracy_percent,final_depth_deep_btt_rate,final_depth_deep_ypa,final_depth_medium_accuracy_percent,final_depth_short_accuracy_percent,final_average_ppa_pass,career_average_ppa_pass,combine_height,combine_weight,combine_forty,combine_vertical,combine_broad,combine_three_cone,combine_short_shuttle,combine_ras_score,combine_bmi,cfbd_ppa_pass_delta,college_seasons_count,college_career_dropbacks_total,college_seasons_150plus_dropbacks,traj_delta_grades_grades_pass,traj_delta_grades_ypa,traj_delta_grades_twp_rate,traj_delta_grades_accuracy_percent,pick,round,log_pick,day
Brandon Dawkins,brandon dawkins,2018,Arizona,27142.0,55.4,58.6,70.1,4.0,5.6,6.3,7.6,2.56,60.9,3.8,10.0,44.4,-0.04,133.0,79.2,57.73075170842824,63.29794988610478,67.96195899772209,3.250113895216401,4.673348519362187,7.16879271070615,9.491571753986332,2.8865603644646924,55.0015945330296,6.135307517084281,15.259681093394075,41.6874715261959,-0.0230523917995444,188.0569476082005,77.6496583143508,53.1,37.5,10.2,10.0,77.3,71.0,67.3,55.9,11.3,38.5,23.5,13.5,43.8,75.9,0.167,0.074,,,,,,,,,,0.09300000000000001,3,439.0,1.0,-4.5,-1.0,1.5,3.1999999999999886,,,,
John Russ,john russ,2017,Mercer,27172.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.173,0.173,,,,,,,,,,0.0,1,0.0,0.0,,,,,,,,
Damion Terry,damion terry,2018,Michigan State,27206.0,25.3,37.9,0.0,0.0,25.0,0.0,8.0,2.8,0.0,0.0,0.0,0.0,-2.1,4.0,0.0,52.86436781609195,53.09885057471265,55.31264367816092,1.3034482758620691,4.533333333333333,4.7172413793103445,9.693103448275862,2.836666666666667,47.55402298850574,4.625287356321839,14.73103448275862,31.014942528735627,-0.3829885057471264,39.50574712643678,60.60689655172414,0.0,56.8,0.0,0.0,0.0,25.5,0.0,25.2,0.0,,,,0.0,0.0,-0.995,-0.2965,,,,,,,,,,-0.6985,4,87.0,0.0,-27.900000000000002,-5.5,21.4,-56.8,,,,
Christian Chapman,christian chapman,2019,San Diego State,27211.0,70.5,73.1,69.0,5.3,5.1,8.8,10.9,2.79,56.8,9.2,25.6,45.0,0.05,109.0,96.4,70.788,68.91325,69.698125,5.223624999999999,3.362375,7.988250000000001,10.238375,2.8468375,59.358125,9.26875,27.391625,44.23925,0.0003625,265.8575,97.32225,63.2,42.6,4.5,25.6,70.8,81.9,65.6,72.6,12.5,45.5,25.0,21.5,76.0,69.0,0.297,0.32275,,,,,,,,,,-0.025749999999999995,4,800.0,2.0,-5.0,1.200000000000001,1.8999999999999995,-0.9000000000000057,,,,
Ty Gangi,ty gangi,2019,Nevada,27234.0,66.3,66.8,67.6,4.8,5.1,7.5,9.8,2.24,60.4,2.8,10.4,42.4,0.01,467.0,89.6,66.21564299424183,66.5809980806142,68.22322456813819,5.9199616122840695,4.726679462571977,7.407485604606526,9.429942418426103,2.3282821497120927,59.99760076775432,2.296833013435701,9.132341650671783,41.60307101727447,0.0224952015355086,387.7216890595009,89.1767754318618,52.6,40.0,9.3,10.4,72.0,77.2,63.8,61.4,19.7,39.1,19.4,11.4,47.8,76.4,0.256,0.2926666666666667,,,,,,,,,,-0.03666666666666668,3,1042.0,3.0,-0.29999999999999716,0.20000000000000018,1.0,-1.0,,,,
Drew Eckels,drew eckels,2019,Western Kentucky,27245.0,57.0,51.7,62.9,3.9,4.2,7.2,10.9,2.77,50.5,7.8,20.5,34.8,-0.15,115.0,84.1,59.66413793103448,55.667586206896544,65.30413793103449,5.5648275862068965,3.9675862068965513,7.561379310344829,10.871724137931036,2.751655172413793,53.12137931034483,9.63241379310345,24.67241379310345,33.12344827586207,-0.1806896551724137,93.95172413793104,86.19862068965517,62.5,42.9,6.4,20.5,63.1,67.1,42.9,52.0,19.2,21.1,15.8,10.5,50.0,81.1,0.131,-0.08875,,,,,,,,,,0.21975,4,145.0,0.0,6.0,-0.5999999999999996,-2.8999999999999995,-9.800000000000004,,,,
Josh Jones,josh jones,2017,Mercer,27250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.375,-0.375,,,,,,,,,,0.0,1,0.0,0.0,,,,,,,,
Darrell Stewart Jr.,darrell stewart jr,2020,Michigan State,27299.0,72.6,75.2,100.0,0.0,0.0,17.0,12.0,3.7,100.0,0.0,,100.0,1.72,1.0,118.8,63.25,69.65,100.0,0.0,0.0,10.5,9.0,3.4000000000000004,100.0,0.0,,100.0,1.745,1.0,120.85,,,,,100.0,72.6,,,0.0,,,,100.0,,,,,,,,,,,,,,2,2.0,0.0,18.699999999999996,13.0,0.0,0.0,,,,
Drew Anderson,drew anderson,2018,Buffalo,27308.0,90.0,90.7,78.0,9.3,0.8,9.7,10.7,2.28,62.3,1.8,5.4,47.3,0.31,110.0,122.0,89.73873873873873,90.43333333333334,78.1981981981982,9.216216216216218,0.7927927927927928,9.612612612612612,10.576576576576576,2.2828828828828827,61.73873873873874,1.7837837837837838,5.351351351351352,46.87387387387388,0.3039639639639639,109.018018018018,121.25765765765766,65.5,79.5,0.0,5.4,83.1,89.8,66.7,73.0,19.8,57.1,32.0,21.2,66.7,88.9,0.557,0.2475,,,,,,,,,,0.30950000000000005,2,111.0,0.0,29.0,9.7,0.8,-22.0,,,,
DJ Crook,dj crook,2016,Penn State;UAlbany,27335.0,,,,,,,,,,,,,,,,75.5,75.4,75.0,0.0,0.0,6.3,4.6,1.89,66.7,0.0,0.0,66.7,0.56,9.0,121.09999999999998,,,,,,,,,,,,,,,0.128,0.3895,,,,,,,,,,-0.2615,2,9.0,0.0,,,,,,,,
Evan Orth,evan orth,2019,South Alabama,27348.0,76.4,73.3,72.4,7.6,4.2,8.1,7.7,2.28,65.5,5.7,19.7,39.0,0.07,246.0,95.5,76.3336032388664,73.31943319838055,72.4,7.569230769230769,4.182995951417004,8.067206477732793,7.7,2.2812955465587046,65.23481781376518,5.676923076923077,19.7,38.8421052631579,0.065910931174089,245.0080971659919,95.27368421052633,54.2,45.3,5.1,18.3,77.7,88.2,75.7,84.9,16.1,44.4,35.7,17.5,52.8,81.5,0.287,-0.2905,,,,,,,,,,0.5774999999999999,2,247.0,1.0,16.400000000000006,8.1,4.2,,,,,
Kekoa Crawford,kekoa crawford,2022,California,27369.0,58.0,64.8,100.0,0.0,0.0,34.0,32.0,3.8,100.0,0.0,0.0,100.0,2.04,1.0,118.8,58.0,64.8,100.0,0.0,0.0,34.0,32.0,3.8,100.0,0.0,0.0,100.0,2.04,1.0,118.8,,,,,,,,,100.0,100.0,0.0,34.0,,,,,,,,,,,,,,,1,1.0,0.0,,,,,,,,
Austin Bray,austin bray,2017,Mississippi Valley State,27387.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.041,-0.041,,,,,,,,,,0.0,1,0.0,0.0,,,,,,,,
Nick Bawden,nick bawden,2015,San Diego State,27413.0,38.8,38.7,48.6,0.0,6.0,3.8,12.2,2.99,33.3,6.0,20.0,36.0,-0.5,50.0,32.7,38.8,38.7,48.6,0.0,6.0,3.8,12.2,2.99,33.3,6.0,20.0,36.0,-0.5,50.0,32.7,50.0,67.6,0.0,20.0,48.1,29.5,50.0,67.3,,,,,,,,,,,,,,,,,,,1,50.0,0.0,,,,,,,,
Rashaad Penny,rashaad penny,2018,San Diego State,27414.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,,,,,,,,
Chase Favreau,chase favreau,2015,San Diego State,27423.0,50.8,51.7,0.0,0.0,0.0,0.0,28.0,4.0,0.0,0.0,0.0,0.0,-2.78,1.0,0.0,50.8,51.7,0.0,0.0,0.0,0.0,28.0,4.0,0.0,0.0,0.0,0.0,-2.78,1.0,0.0,0.0,50.8,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1,1.0,0.0,,,,,,,,
Jeremiah Briscoe,jeremiah briscoe,2016,Sam Houston;UAB,27427.0,,,,,,,,,,,,,,,,38.3,40.5,38.3,7.8,8.9,7.3,15.9,2.6299999999999994,36.7,5.6,16.7,22.2,-0.55,54.0,49.4,,,,,,,,,,,,,,,0.156,-0.0684999999999999,,,,,,,,,,0.2244999999999999,2,54.0,0.0,,,,,,,,
Marvin Zanders,marvin zanders,2017,Missouri,27438.0,69.8,74.6,90.9,0.0,0.0,9.5,4.3,2.51,83.3,6.7,33.3,53.3,0.25,15.0,134.0,69.8,74.6,90.9,0.0,0.0,9.5,4.3,2.51,83.3,6.7,33.3,53.3,0.25,15.0,134.0,,47.8,0.0,33.3,90.9,76.9,100.0,56.4,8.3,100.0,0.0,34.0,100.0,100.0,0.747,0.747,,,,,,,,,,0.0,1,15.0,0.0,,,,,,,,
Dominic Collins,dominic collins,2018,Missouri,27440.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,,,,,,,,
Keenan Curran,keenan curran,2017,Montana,27445.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,,,,,,,,
Kenji Bahar,kenji bahar,2020,Monmouth,27447.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.098,-0.1059999999999999,,,,,,,,,,0.2039999999999999,2,0.0,0.0,,,,,,,,
Tyler Harris,tyler harris,2016,UCF,27477.0,46.8,48.6,52.6,3.1,4.4,5.0,11.3,2.59,42.6,4.6,13.0,33.8,-0.23,65.0,66.8,46.8,48.6,52.6,3.1,4.4,5.0,11.3,2.59,42.6,4.6,13.0,33.8,-0.23,65.0,66.8,37.5,45.3,8.7,13.0,58.5,50.7,41.2,34.7,13.1,25.0,25.0,6.1,50.0,65.0,0.09,0.09,,,,,,,,,,0.0,1,65.0,0.0,,,,,,,,
Pete DiNovo,pete dinovo,2017,UCF,27479.0,51.3,44.8,0.0,0.0,0.0,0.0,38.0,3.0,0.0,0.0,,0.0,-0.59,1.0,39.6,44.79166666666666,43.7,39.325,0.0,0.0,2.108333333333333,11.783333333333331,3.2291666666666665,34.375,16.683333333333334,33.3,8.341666666666667,-1.0666666666666669,10.166666666666666,45.28333333333333,,,,,0.0,51.3,,,100.0,0.0,0.0,0.0,,,-0.105,-0.356,,,,,,,,,,0.251,2,12.0,0.0,7.099999999999994,-2.3,0.0,-42.9,,,,
Tyre Gray,tyre gray,2020,Murray State,27514.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,,,,,,,,
Kilton Anderson,kilton anderson,2020,Coast CAR;Fresno State;William & Mary,27546.0,,,,,,,,,,,,,,,,59.701091703056775,61.35720524017467,63.01484716157205,4.618340611353712,4.1871179039301305,6.484934497816593,10.014192139737991,2.5267903930131004,50.88886462882096,8.275109170305678,24.10065502183406,36.47008733624454,-0.1564628820960698,154.5109170305677,74.5146288209607,,,,,,,,,,,,,,,-0.13,-0.0715,,,,,,,,,,-0.05850000000000001,4,458.0,2.0,,,,,,,,
C.J. Spencer,cj spencer,2016,UC Davis,27601.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.182,-0.11,,,,,,,,,,-0.072,1,0.0,0.0,,,,,,,,
Q' Drennan,q drennan,2020,New Mexico,27630.0,37.5,65.8,0.0,0.0,100.0,0.0,27.0,4.2,0.0,0.0,,0.0,-0.88,1.0,39.6,37.5,65.8,0.0,0.0,100.0,0.0,27.0,4.2,0.0,0.0,,0.0,-0.88,1.0,39.6,,,,,0.0,37.5,,,100.0,0.0,0.0,0.0,,,,,,,,,,,,,,,1,1.0,0.0,,,,,,,,
Chad Chalich,chad chalich,2015,Idaho,27637.0,67.7,66.5,68.9,8.1,3.4,7.6,10.5,3.22,56.1,3.7,9.7,50.6,0.16,81.0,78.0,67.7,66.5,68.9,8.1,3.4,7.6,10.5,3.22,56.1,3.7,9.7,50.6,0.16,81.0,78.0,70.0,68.9,5.6,9.7,68.3,64.7,75.0,87.0,,,,,,,0.3,0.3,,,,,,,,,,0.0,1,81.0,0.0,,,,,,,,
Brice Ramsey,brice ramsey,2018,Georgia,27649.0,29.5,34.5,25.0,0.0,50.0,2.5,13.0,2.6,25.0,0.0,0.0,25.0,-1.56,4.0,0.0,55.029629629629625,56.94444444444444,66.6469135802469,2.4074074074074074,10.990123456790124,7.593827160493827,10.17777777777778,2.4032098765432104,58.99382716049383,3.7061728395061726,12.807407407407409,46.888888888888886,-0.0882716049382716,36.80246913580247,76.68148148148148,0.0,35.6,100.0,0.0,33.3,42.2,100.0,71.9,0.0,,,,0.0,100.0,0.073,0.2146666666666666,,,,,,,,,,-0.1416666666666666,3,81.0,0.0,-26.4,-4.7,42.1,-46.900000000000006,,,,
Treon Harris,treon harris,2016,Florida,27651.0,51.6,55.8,66.2,3.3,4.7,7.0,10.9,3.34,49.8,9.7,19.5,39.3,-0.14,308.0,74.9,55.39908675799087,58.44155251141552,64.59726027397261,3.86392694063927,3.957990867579909,7.65296803652968,11.87945205479452,3.227214611872146,49.7109589041096,8.423744292237442,18.668949771689498,39.74520547945206,-0.0895433789954338,255.1689497716895,80.45022831050228,44.8,28.7,7.0,19.5,77.3,78.4,71.6,73.4,18.4,40.9,17.4,13.2,55.6,76.9,0.119,0.2205,,,,,,,,,,-0.1015,2,438.0,1.0,-12.800000000000004,-2.1999999999999993,2.5,5.400000000000006,,,,
Wyatt Schmidt,wyatt schmidt,2019,USC,27681.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.4,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,,,,,,,,
Kylil Carter,kylil carter,2020,North Carolina A&T,27694.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.197,0.4105,,,,,,,,,,-0.6074999999999999,2,0.0,0.0,,,,,,,,
Brandon Goodson,brandon goodson,2017,Wofford,27744.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.148,0.3539999999999999,,,,,,,,,,-0.20599999999999993,2,0.0,0.0,,,,,,,,
Brad Butler,brad butler,2017,Wofford,27810.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.0,0.0,,,,,,,,
J.P. Caruso,jp caruso,2017,App State,27814.0,73.0,68.2,100.0,16.7,0.0,7.7,4.3,2.75,100.0,27.3,60.0,27.3,-0.56,11.0,138.2,70.3913043478261,74.61739130434783,82.62608695652175,7.98695652173913,4.330434782608696,8.430434782608694,4.560869565217391,2.562173913043478,82.62608695652175,13.056521739130435,28.695652173913043,43.473913043478255,-0.1373913043478261,11.521739130434783,136.58260869565217,100.0,53.4,0.0,60.0,100.0,82.0,100.0,59.1,0.0,,,,100.0,100.0,-0.239,-0.239,,,,,,,,,,0.0,2,23.0,0.0,5.0,-1.3999999999999995,-8.3,33.3,,,,
Troy Flutie,troy flutie,2016,Boston College,27900.0,48.7,46.7,56.8,7.7,7.6,7.8,13.6,2.99,48.0,11.1,24.1,34.9,-0.15,63.0,86.1,48.7,46.7,56.8,7.7,7.6,7.8,13.6,2.99,48.0,11.1,24.1,34.9,-0.15,63.0,86.1,43.8,50.3,10.0,24.1,64.3,50.7,43.8,31.0,26.0,30.8,21.4,12.3,66.7,65.0,,,,,,,,,,,,,1,63.0,0.0,,,,,,,,
David Cornwell,david cornwell,2018,Nevada,27905.0,40.1,43.3,68.2,0.0,7.1,3.9,9.2,2.6,52.0,3.7,8.3,40.7,-0.55,27.0,22.0,40.1,43.3,68.2,0.0,7.1,3.9,9.2,2.6,52.0,3.7,8.3,40.7,-0.55,27.0,22.0,62.5,59.3,0.0,8.3,71.4,29.8,71.4,50.0,12.0,0.0,0.0,0.0,50.0,83.3,-0.503,-0.503,,,,,,,,,,0.0,1,27.0,0.0,,,,,,,,
Damon Mitchell,damon mitchell,2016,Arkansas,27911.0,66.4,77.6,100.0,0.0,0.0,11.0,-6.0,3.4,100.0,0.0,,100.0,0.27,1.0,112.5,46.866666666666674,70.39999999999999,33.333333333333336,0.0,33.333333333333336,3.6666666666666665,19.33333333333333,4.466666666666667,33.333333333333336,0.0,0.0,33.333333333333336,-0.61,1.6666666666666667,63.9,,,,,100.0,66.4,,,0.0,,,,,,,,,,,,,,,,,,2,3.0,0.0,29.300000000000004,11.0,-50.0,100.0,,,,
Darrien Boone,darrien boone,2015,Austin Peay,27927.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.777,-0.777,,,,,,,,,,0.0,1,0.0,0.0,,,,,,,,
Charlie Fessler,charlie fessler,2020,Richmond,27947.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,,,,,,,,
Rafe Peavey,rafe peavey,2019,Florida Atlantic;SMU,27966.0,34.5,36.4,68.8,0.0,10.5,4.3,4.3,2.12,58.8,5.6,25.0,27.8,-0.52,36.0,44.6,42.37906976744186,43.75813953488372,73.87906976744185,0.0,8.790697674418604,8.320930232558139,4.544186046511627,2.2632558139534886,65.50697674418603,9.344186046511629,31.78837209302326,34.89767441860465,-0.2676744186046511,31.27906976744186,63.1093023255814,40.0,25.0,25.0,12.5,74.1,52.1,54.5,25.0,11.8,25.0,0.0,5.0,50.0,54.5,-0.148,0.8665,,,,,,,,,,-1.0145,2,43.0,0.0,-48.400000000000006,-24.7,10.5,-31.200000000000003,,,,
Brandon Cox,brandon cox,2015,Arkansas State,28002.0,49.9,56.4,0.0,0.0,0.0,0.0,31.0,3.3,0.0,0.0,0.0,0.0,-1.02,1.0,39.6,49.9,56.4,0.0,0.0,0.0,0.0,31.0,3.3,0.0,0.0,0.0,0.0,-1.02,1.0,39.6,0.0,49.9,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1,1.0,0.0,,,,,,,,
Joe Burrow,joe burrow,2020,LSU;Ohio State,28022.0,94.1,95.0,81.9,7.5,1.7,10.8,9.6,2.95,76.3,5.9,19.1,59.3,0.5,610.0,143.7,87.09872146118722,88.00228310502283,77.28438356164384,6.66365296803653,2.9318721461187214,9.4137899543379,9.88337899543379,2.8635525114155254,68.73936073059362,6.745114155251141,22.81835616438356,53.11835616438356,0.3056803652968037,519.993607305936,121.04365296803653,75.7,81.6,3.0,19.1,83.6,94.8,79.0,90.0,15.7,60.2,37.0,20.6,72.9,89.4,0.645,0.36125,75.0,221.0,,,,,,,27.62008888888889,0.28375,4,1095.0,2.0,14.199999999999989,3.1000000000000005,-2.3,11.100000000000009,1.0,1.0,0.0,1.0
Darius Wade,darius wade,2020,Boston College;Bowling Green,28055.0,54.5,56.9,65.6,1.5,4.6,5.8,6.0,3.03,56.9,4.0,9.5,32.9,-0.33,149.0,71.7,57.822701149425285,57.87844827586207,68.64683908045977,2.958045977011494,4.511781609195402,6.122701149425287,7.431034482758621,2.8984770114942533,56.1882183908046,6.014942528735632,16.322413793103443,36.79683908045977,-0.2341379310344827,113.0919540229885,72.0721264367816,58.7,53.3,6.1,9.5,69.6,56.8,64.9,59.9,6.9,33.3,22.2,2.3,60.9,62.3,-0.023,-0.0491999999999999,,,,,,,,,,0.026199999999999897,5,348.0,0.0,-11.5,-1.4000000000000004,-0.40000000000000036,-8.900000000000006,,,,
Marcus Terrell,marcus terrell,2015,Arkansas-Pine Bluff,28082.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.327,0.327,,,,,,,,,,0.0,1,0.0,0.0,,,,,,,,
Larry Brihm,larry brihm,2017,Bethune-Cookman,28131.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.036,-0.207,,,,,,,,,,0.243,3,0.0,0.0,,,,,,,,
Blake LaRussa,blake larussa,2019,Old Dominion,28141.0,78.0,77.5,73.9,5.7,4.5,7.6,9.4,2.54,63.0,6.4,21.2,45.7,0.01,438.0,91.9,73.50220183486238,74.23816513761469,72.71981651376147,4.781284403669725,4.677981651376147,7.289541284403669,9.453211009174312,2.5361651376146788,61.633577981651385,6.602568807339449,21.71376146788991,43.70128440366973,-0.0297247706422018,364.7137614678899,86.92623853211009,66.3,65.2,5.0,20.5,76.2,80.8,70.0,71.4,14.7,48.3,25.4,14.4,66.0,80.5,0.218,0.1023333333333333,,,,,,,,,,0.1156666666666667,3,545.0,1.0,21.5,1.5,-0.5,7.800000000000011,,,,
Luke Rubenzer,luke rubenzer,2015,California,28165.0,28.9,50.9,65.0,0.0,13.3,7.9,11.1,3.15,57.1,7.7,16.7,38.5,-0.51,26.0,74.8,28.9,50.89999999999999,65.0,0.0,13.3,7.9,11.099999999999998,3.1499999999999995,57.10000000000001,7.700000000000001,16.7,38.5,-0.51,26.0,74.8,55.6,23.8,25.0,16.7,72.7,55.7,40.0,25.6,,,,,,,,,,,,,,,,,,,1,26.0,0.0,,,,,,,,
Johnny Jefferson,johnny jefferson,2016,Baylor,28170.0,42.3,80.6,66.7,0.0,25.0,6.0,15.3,2.45,25.0,0.0,0.0,25.0,0.47,4.0,52.1,42.3,80.6,66.7,0.0,25.0,6.0,15.3,2.45,25.0,0.0,0.0,25.0,0.47,4.0,52.1,100.0,60.4,0.0,0.0,50.0,39.6,100.0,60.4,25.0,0.0,0.0,0.0,,100.0,,,,,,,,,,,,,1,4.0,0.0,,,,,,,,
Chris Merchant,chris merchant,2016,Buffalo,28180.0,60.0,58.9,,0.0,0.0,0.0,,1.7,0.0,0.0,0.0,0.0,-0.77,1.0,39.6,60.0,58.9,,0.0,0.0,0.0,,1.7,0.0,0.0,0.0,0.0,-0.77,1.0,39.6,,60.0,0.0,0.0,,,,60.0,0.0,,,,,,-0.877,-0.877,,,,,,,,,,0.0,1,1.0,0.0,,,,,,,,
Patrick Laird,patrick laird,2019,California,28219.0,55.5,68.8,100.0,0.0,0.0,12.5,8.0,4.2,100.0,0.0,0.0,100.0,0.5,2.0,118.8,55.5,68.8,100.0,0.0,0.0,12.5,8.0,4.2,100.0,0.0,0.0,100.0,0.5,2.0,118.8,100.0,60.4,0.0,0.0,100.0,54.8,100.0,54.8,0.0,,,,100.0,100.0,,,,,,,,,,,,,1,2.0,0.0,,,,,,,,
Chase Forrest,chase forrest,2019,California,28221.0,27.9,28.2,46.2,7.1,18.8,5.1,9.2,2.25,35.7,6.3,16.7,18.8,-1.11,16.0,13.4,48.99166666666667,49.3,56.56666666666666,7.2,10.425,6.775,8.875,2.459166666666667,47.56666666666666,6.258333333333333,20.15,35.44166666666667,-0.4091666666666667,16.666666666666668,54.79166666666666,0.0,27.1,16.7,16.7,60.0,38.1,50.0,62.7,21.4,33.3,33.3,11.0,0.0,20.0,-0.392,-0.0289999999999999,,,,,,,,,,-0.3630000000000001,3,48.0,0.0,-22.700000000000003,-0.20000000000000018,10.5,-3.799999999999997,,,,
Justin Herbert,justin herbert,2020,Oregon,28237.0,84.1,82.7,75.4,4.7,3.0,8.0,8.8,2.6,66.1,4.4,19.4,47.7,0.19,474.0,109.4,82.4293067947838,80.90851063829788,74.24413177762527,6.2568291008922445,3.059437199725464,8.07879203843514,9.870350034317092,2.6915305422100206,63.62244337680164,4.808030199039122,18.2143445435827,46.13177762525738,0.1654907343857241,394.5785861358957,105.80521619766644,59.2,58.2,4.3,19.4,78.9,90.1,70.1,78.7,15.9,44.9,21.1,12.7,68.2,81.2,0.383,0.386,78.0,236.0,4.68,35.5,123.0,7.06,4.46,,27.26955950032873,-0.0030000000000000027,4,1457.0,4.0,4.299999999999997,0.2999999999999998,-0.5,3.700000000000003,6.0,1.0,1.791759469228055,1.0
Shaq Vann,shaq vann,2016,Eastern Michigan,28243.0,60.5,72.5,100.0,0.0,0.0,-2.0,-4.0,1.0,100.0,0.0,,0.0,-1.2,2.0,79.2,60.5,72.5,100.0,0.0,0.0,-2.0,-4.0,1.0,100.0,0.0,,0.0,-1.2,2.0,79.2,,,,,100.0,60.5,,,0.0,,,,,,,,,,,,,,,,,,1,2.0,0.0,,,,,,,,
Trevon Brown,trevon brown,2019,East Carolina,28281.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.0,100.0,,64.8,,52.7,,,,,,,,,,,,,,,,,,,1,0.0,0.0,,,,,,,,
J.J. Cosentino,jj cosentino,2018,Florida State,28282.0,58.3,51.4,81.8,9.1,0.0,5.3,7.4,2.25,72.7,0.0,0.0,45.5,0.17,11.0,115.0,52.86764705882353,47.2,56.89411764705883,2.9441176470588237,2.717647058823529,3.3470588235294123,10.144117647058822,2.4058823529411764,48.35,5.894117647058823,17.647058823529413,23.558823529411764,-0.3073529411764705,11.352941176470589,81.85882352941177,60.0,43.8,0.0,0.0,100.0,72.8,100.0,73.2,9.1,0.0,0.0,0.0,100.0,80.0,0.363,-0.0396666666666666,,,,,,,,,,0.4026666666666666,3,34.0,0.0,13.299999999999997,3.1999999999999997,0.0,53.199999999999996,,,,
Reginald Bell,reginald bell,2016,Eastern Michigan,28286.0,50.8,59.4,72.7,1.6,5.8,5.2,6.8,2.6,59.7,14.3,33.3,42.9,-0.22,84.0,64.0,53.967711598746085,54.97993730407523,67.98526645768025,2.7786833855799373,5.873667711598746,6.452351097178684,9.23103448275862,2.916771159874608,57.34263322884012,10.027272727272727,28.143260188087776,43.931347962382446,-0.1389655172413793,195.23824451410655,76.22884012539186,64.3,26.7,10.5,33.3,75.6,76.7,72.7,30.0,8.1,20.0,0.0,6.4,53.3,84.2,-0.096,0.0315,,,,,,,,,,-0.1275,2,319.0,1.0,-4.300000000000004,-1.7000000000000002,-0.10000000000000053,6.400000000000006,,,,
Tommy Stevens,tommy stevens,2020,Mississippi State;Penn State,28301.0,67.9,69.2,72.0,4.8,5.4,7.2,10.6,2.88,60.2,8.1,21.9,43.9,-0.04,198.0,92.0,67.26837944664032,71.41739130434782,72.75691699604744,5.520948616600791,5.002766798418972,7.305533596837946,10.63399209486166,2.9390118577075097,60.10948616600791,8.319762845849803,21.88656126482213,43.45415019762845,-0.0565612648221343,160.60474308300394,94.50553359683796,53.5,42.6,5.3,21.9,78.9,81.1,64.5,57.4,15.5,36.0,22.2,8.2,58.0,89.1,0.213,-0.023,,,,,,,,,,0.236,4,253.0,1.0,-4.5,-2.8,-0.1999999999999993,-9.799999999999997,240.0,7.0,5.480638923341991,3.0
